JobTitle,CompanyURL2,CompanyId,CompanyName,SalaryInsights,NoOfApplicants,CompanyLocation,EmploymentStatus,ExperienceLevel,Industries,Benefits,JobPostingUrl,PostedDate
Senior Data Engineer,https://www.linkedin.com/company/jobot,18860134,Jobot,,33.0,"Carlsbad, CA",Full-time,,"IT Services and IT Consulting, Software Development",401(k),https://www.linkedin.com/jobs/view/3976037327/?trk=jobs_biz_prem_srch,2024-07-18 10:03:40+00:00
Sr. ETL Data Integration Developer,https://www.linkedin.com/company/shiftcode-analytics-inc,30179852,"ShiftCode Analytics, Inc.",,,"Los Angeles, CA",Contract,Mid-Senior level,Information Technology & Services,,https://www.linkedin.com/jobs/view/3980287946/?trk=jobs_biz_prem_srch,2024-07-19 17:47:20+00:00
Lead AI Engineer,https://www.linkedin.com/company/tryneedle,86199948,Needle,,10.0,"Los Angeles, CA",Full-time,,,,https://www.linkedin.com/jobs/view/3978269558/?trk=jobs_biz_prem_srch,2024-07-19 20:18:00+00:00
Senior Data Engineer,https://www.linkedin.com/company/publicissapient,10801655,Publicis Sapient,,77.0,"Irvine, CA",Full-time,Mid-Senior level,Advertising Services,,https://www.linkedin.com/jobs/view/3976361168/?trk=jobs_biz_prem_srch,2024-07-18 18:23:40+00:00
"Data Engineer - TM1/Planning, Financial Reporting & Insights",https://www.linkedin.com/company/amazon,1586,Amazon,,33.0,"Cupertino, CA",Full-time,,Software Development,,https://www.linkedin.com/jobs/view/3979722119/?trk=jobs_biz_prem_srch,2024-07-18 22:16:06+00:00
Operations & Analytics Engineer - Linear Generator Fleet (Weekend Coverage),https://www.linkedin.com/company/mainspringenergy,15922247,Mainspring Energy,,30.0,"Menlo Park, CA",Full-time,Entry level,Renewable Energy Power Generation,,https://www.linkedin.com/jobs/view/3976064764/?trk=jobs_biz_prem_srch,2024-07-18 11:34:53+00:00
Sr. Data Engineer - Remote | WFH,https://www.linkedin.com/company/get-it-recruit-information-technology,90431993,Get It Recruit - Information Technology,,,"Mountain View, CA",Full-time,Mid-Senior level,Human Resources Services,,https://www.linkedin.com/jobs/view/3978202254/?trk=jobs_biz_prem_srch,2024-07-19 16:00:43+00:00
"Software Dev Engineer II, Stores Foundational AI - Nile",https://www.linkedin.com/company/amazon,1586,Amazon,,,"Palo Alto, CA",Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3980497147/?trk=jobs_biz_prem_srch,2024-07-19 22:16:59+00:00
Staff Data Engineer,https://www.linkedin.com/company/earnin,2837417,EarnIn,,860.0,"Palo Alto, CA",Full-time,Mid-Senior level,Financial Services,,https://www.linkedin.com/jobs/view/3959666298/?trk=jobs_biz_prem_srch,2024-07-19 09:09:16+00:00
Sr. Data Engineer (hybrid on-site in Los Angeles),https://www.linkedin.com/company/dice,6849,Dice,,7.0,"Los Angeles, CA",Full-time,Mid-Senior level,Software Development,401(k),https://www.linkedin.com/jobs/view/3976336074/?trk=jobs_biz_prem_srch,2024-07-18 15:27:10+00:00
"Senior Platform Engineer, Workday (Functional)",https://www.linkedin.com/company/capital-one,1419,Capital One,,,"San Jose, CA",Full-time,Mid-Senior level,Financial Services,,https://www.linkedin.com/jobs/view/3978260788/?trk=jobs_biz_prem_srch,2024-07-19 19:26:34+00:00
Data Engineer,https://www.linkedin.com/company/motion-recruitment-partners,5887,Motion Recruitment,,108.0,"Los Angeles, CA",Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3948116100/?trk=jobs_biz_prem_srch,2024-07-18 21:41:55+00:00
Senior Data Engineer - Data Platforms (Onsite),https://www.linkedin.com/company/cybercoders,21836,CyberCoders,,25.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Hospitals and Health Care,401(k),https://www.linkedin.com/jobs/view/3977774298/?trk=jobs_biz_prem_srch,2024-07-19 15:14:06+00:00
Data Engineer,https://www.linkedin.com/company/yourpairteam,19197757,Pair Team,,,"San Francisco, CA",Full-time,Entry level,"Technology, Information and Internet","Dental insurance, 401(k)",https://www.linkedin.com/jobs/view/3979908590/?trk=jobs_biz_prem_srch,2024-07-19 06:20:42+00:00
Senior Data Engineer - Community Discovery ML,https://www.linkedin.com/company/twitch-tv,2320329,Twitch,,3.0,"San Francisco, CA",Full-time,,"Technology, Information and Internet","Disability insurance, 401(k)",https://www.linkedin.com/jobs/view/3978279801/?trk=jobs_biz_prem_srch,2024-07-19 21:35:54+00:00
"Senior Staff Software Engineer, Machine Learning, Google Cloud AI",https://www.linkedin.com/company/google,1441,Google,,,"Sunnyvale, CA",Full-time,Mid-Senior level,"Information Services, Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3980272284/?trk=jobs_biz_prem_srch,2024-07-19 16:55:55+00:00
Staff Machine Learning Engineer,https://www.linkedin.com/company/reveal-healthtech,93109954,Reveal HealthTech,,8.0,"South San Francisco, CA",Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3978252268/?trk=jobs_biz_prem_srch,2024-07-19 18:15:01+00:00
"Staff, Data Engineer (AdTech)",https://www.linkedin.com/company/walmart,2646,Walmart,,53.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Retail,401(k),https://www.linkedin.com/jobs/view/3943920414/?trk=jobs_biz_prem_srch,2024-07-19 09:24:50+00:00
"Senior, Data Engineer, Big Data",https://www.linkedin.com/company/walmart,2646,Walmart,,23.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Retail,401(k),https://www.linkedin.com/jobs/view/3979789525/?trk=jobs_biz_prem_srch,2024-07-19 04:27:29+00:00
Machine Learning Infrastructure Engineer,https://www.linkedin.com/company/glocomms,3123217,Glocomms,,24.0,San Francisco Bay Area,Full-time,Mid-Senior level,Biotechnology Research,,https://www.linkedin.com/jobs/view/3980420630/?trk=jobs_biz_prem_srch,2024-07-19 19:00:21+00:00
Sr Staff Engineer Software (Frontend Eng - IoT Security) - Remote | WFH,https://www.linkedin.com/company/get-it-recruit-information-technology,90431993,Get It Recruit - Information Technology,,,"Santa Clara, CA",Full-time,Mid-Senior level,Human Resources Services,,https://www.linkedin.com/jobs/view/3978778181/?trk=jobs_biz_prem_srch,2024-07-19 22:00:17+00:00
Senior Machine Learning Quality Engineer,https://www.linkedin.com/company/servicenow,29352,ServiceNow,,,"Santa Clara, CA",Full-time,Mid-Senior level,Software Development,401(k),https://www.linkedin.com/jobs/view/3980455920/?trk=jobs_biz_prem_srch,2024-07-19 20:28:30+00:00
Sr Staff Engineer Software (Frontend Eng - IoT Security) - Remote | WFH,https://www.linkedin.com/company/get-it-recruit-information-technology,90431993,Get It Recruit - Information Technology,,,"Santa Clara, CA",Full-time,Mid-Senior level,Human Resources Services,,https://www.linkedin.com/jobs/view/3978776445/?trk=jobs_biz_prem_srch,2024-07-19 22:00:00+00:00
Principal AI Engineer,https://www.linkedin.com/company/harnham,280603,Harnham,,9.0,"Palo Alto, CA",Full-time,Mid-Senior level,"Engineering Services, Technology, Information and Media, Research Services",,https://www.linkedin.com/jobs/view/3980420733/?trk=jobs_biz_prem_srch,2024-07-19 19:00:22+00:00
Senior Data Engineer,https://www.linkedin.com/company/servicenow,29352,ServiceNow,,12.0,"Santa Clara, CA",Full-time,Mid-Senior level,Software Development,401(k),https://www.linkedin.com/jobs/view/3980457696/?trk=jobs_biz_prem_srch,2024-07-19 20:28:30+00:00
Data Engineer III,https://www.linkedin.com/company/walmart,2646,Walmart,,495.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Retail,401(k),https://www.linkedin.com/jobs/view/3926422276/?trk=jobs_biz_prem_srch,2024-07-19 09:22:35+00:00
Data Engineer,https://www.linkedin.com/company/tcognition,57619,tCognition,,92.0,"El Segundo, CA",Contract,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3980406798/?trk=jobs_biz_prem_srch,2024-07-19 18:41:55+00:00
"Data Engineer, Expert",https://www.linkedin.com/company/pacificgasandelectric,3895,Pacific Gas and Electric Company,,,"Oakland, CA",Full-time,Entry level,Utilities,,https://www.linkedin.com/jobs/view/3978226678/?trk=jobs_biz_prem_srch,2024-07-19 17:05:55+00:00
Business Intelligence Developer,https://www.linkedin.com/company/eteam,61677,eTeam,,17.0,"Rancho Cordova, CA",Contract,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3978267787/?trk=jobs_biz_prem_srch,2024-07-19 20:05:59+00:00
Software Engineer (Ruby on Rails) - Remote,https://www.linkedin.com/company/paynearme,1137260,PayNearMe,,2.0,"Santa Clara, CA",Full-time,Associate,Financial Services,"401(k), Disability insurance",https://www.linkedin.com/jobs/view/3980507710/?trk=jobs_biz_prem_srch,2024-07-19 22:13:14+00:00
Software Architect I,https://www.linkedin.com/company/integrated-resources-inc,46970,"Integrated Resources, Inc ( IRI )",,,"Los Angeles, CA",Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3978762974/?trk=jobs_biz_prem_srch,2024-07-18 16:16:22+00:00
"Data Center Engineer (Sacramento, CA)",https://www.linkedin.com/company/tpx-communications,11083931,TPx,,1.0,"Sacramento, CA",Full-time,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3978768559/?trk=jobs_biz_prem_srch,2024-07-19 21:18:27+00:00
Junior Data Engineer,https://www.linkedin.com/company/team-remotely-llc,99375206,Team Remotely Inc,,,"Los Angeles, CA",Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3979660648/?trk=jobs_biz_prem_srch,2024-07-18 19:19:26+00:00
Senior Data Engineer,https://www.linkedin.com/company/jobot,18860134,Jobot,,25.0,"Los Angeles, CA",Full-time,,"IT Services and IT Consulting, Software Development",401(k),https://www.linkedin.com/jobs/view/3978703750/?trk=jobs_biz_prem_srch,2024-07-19 10:11:02+00:00
Senior Data Engineer,https://www.linkedin.com/company/dice,6849,Dice,,7.0,"Calabasas, CA",Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3976334326/?trk=jobs_biz_prem_srch,2024-07-18 15:27:22+00:00
"Senior Data Engineer, Alexa Devices",https://www.linkedin.com/company/amazon,1586,Amazon,,138.0,"Sunnyvale, CA",Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3925338147/?trk=jobs_biz_prem_srch,2024-07-18 09:31:15+00:00
Sr Data Engineer Marketing Analytics,https://www.linkedin.com/company/applicantz-com,24629,Applicantz,,83.0,"San Francisco, CA",Contract,Mid-Senior level,"Technology, Information and Internet",,https://www.linkedin.com/jobs/view/3979740414/?trk=jobs_biz_prem_srch,2024-07-19 00:37:23+00:00
"Data Engineer, Analytics",https://www.linkedin.com/company/dice,6849,Dice,,10.0,"Burlingame, CA",Full-time,Entry level,Software Development,,https://www.linkedin.com/jobs/view/3980244246/?trk=jobs_biz_prem_srch,2024-07-19 15:32:30+00:00
Lead Azure Data Engineer,https://www.linkedin.com/company/hexaquest-global,76412394,HexaQuEST Global,,,"Fremont, CA",Contract,Entry level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3979925749/?trk=jobs_biz_prem_srch,2024-07-19 07:15:21+00:00
Data Engineer,https://www.linkedin.com/company/seargin,5068926,Seargin ,,875.0,"San Francisco, CA",Full-time,Mid-Senior level,IT Services and IT Consulting,,https://www.linkedin.com/jobs/view/3980212628/?trk=jobs_biz_prem_srch,2024-07-19 13:34:58+00:00
Data Engineer - Data Science,https://www.linkedin.com/company/linkedin,1337,LinkedIn,,446.0,"Sunnyvale, CA",Full-time,,"Technology, Information and Internet, IT Services and IT Consulting",,https://www.linkedin.com/jobs/view/3978276876/?trk=jobs_biz_prem_srch,2024-07-19 20:53:45+00:00
Principal Software Engineering Lead,https://www.linkedin.com/company/microsoft,1035,Microsoft,,1.0,"San Francisco, CA",Full-time,,Software Development,,https://www.linkedin.com/jobs/view/3980470655/?trk=jobs_biz_prem_srch,2024-07-19 21:00:58+00:00
Data Center Engineer,https://www.linkedin.com/company/ursus-incorporated,6464060,"Ursus, Inc. ",,10.0,"Sacramento, CA",Other,Entry level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3977780360/?trk=jobs_biz_prem_srch,2024-07-19 15:22:44+00:00
Sr. Software Development Engineer,https://www.linkedin.com/company/amd,1497,AMD,,2.0,"San Jose, CA",Full-time,Mid-Senior level,Semiconductor Manufacturing,,https://www.linkedin.com/jobs/view/3978781028/?trk=jobs_biz_prem_srch,2024-07-19 22:18:44+00:00
Data Engineer,https://www.linkedin.com/company/motion-recruitment-partners,5887,Motion Recruitment,,106.0,"Ventura, CA",Full-time,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3948113480/?trk=jobs_biz_prem_srch,2024-07-18 21:41:55+00:00
"Data Engineer, Senior",https://www.linkedin.com/company/pacificgasandelectric,3895,Pacific Gas and Electric Company,,,"Oakland, CA",Full-time,Mid-Senior level,Utilities,,https://www.linkedin.com/jobs/view/3978134140/?trk=jobs_biz_prem_srch,2024-07-18 17:05:50+00:00
Sr. Data Center Engineer,https://www.linkedin.com/company/tcwglobal,881304,TCWGlobal,,15.0,"Santa Clara, CA",Contract,Mid-Senior level,Staffing and Recruiting,,https://www.linkedin.com/jobs/view/3978173698/?trk=jobs_biz_prem_srch,2024-07-18 21:15:05+00:00
"Data Engineer, Senior",https://www.linkedin.com/company/pacificgasandelectric,3895,Pacific Gas and Electric Company,,,"Oakland, CA",Full-time,Mid-Senior level,Utilities,,https://www.linkedin.com/jobs/view/3978131750/?trk=jobs_biz_prem_srch,2024-07-18 17:05:50+00:00
Data Infrastructure Engineer,https://www.linkedin.com/company/acceler8-talent,74475378,Acceler8 Talent,,169.0,San Francisco Bay Area,Full-time,Mid-Senior level,Software Development,,https://www.linkedin.com/jobs/view/3964672346/?trk=jobs_biz_prem_srch,2024-07-19 14:36:29+00:00
"Sr. Software Engineer, Cloud Microservices",https://www.linkedin.com/company/lucidmotors,1684122,Lucid Motors,,18.0,"Newark, CA",Full-time,Mid-Senior level,Motor Vehicle Manufacturing,Disability insurance,https://www.linkedin.com/jobs/view/3978220860/?trk=jobs_biz_prem_srch,2024-07-19 16:53:26+00:00
Senior Backend Data Engineer,https://www.linkedin.com/company/jobot,18860134,Jobot,,22.0,"San Francisco, CA",Full-time,,"IT Services and IT Consulting, Software Development",401(k),https://www.linkedin.com/jobs/view/3978303827/?trk=jobs_biz_prem_srch,2024-07-19 04:05:24+00:00
